customer_id,gender,age,country,city,signup_date,last_purchase_date,acquisition_channel,device_type,subscription_type,is_premium_user,total_visits,avg_session_time,pages_per_session,email_open_rate,email_click_rate,total_spent,avg_order_value,discount_used,coupon_code,support_tickets,refund_requested,delivery_delay_days,payment_method,satisfaction_score,nps_score,marketing_spend_per_user,lifetime_value,last_3_month_purchase_freq,churn
10063,Female,33,Germany,Delhi,28-03-2022,29-08-2024,Google Ads,Desktop,Annual,0,14,5.10480798,2.995427153,0.95,0.21,662.5175085,38.90121326,0,NEW20,3,0,1,PayPal,5,3,18.6,1243.816615,1,0
10064,Male,28,Bangladesh,London,08-02-2024,07-04-2024,Organic,Tablet,Annual,0,12,13.39817359,4.180869451,0.42,0.2,498.8438591,62.1668903,0,REF10,1,0,0,BKash,3,8,29.12,1907.341291,10,0
10065,Male,31,Bangladesh,New York,22-03-2023,30-08-2024,Google Ads,Mobile,Annual,0,15,10.15050712,5.173012345,0.11,0.1,440.1603358,14.74415144,0,No Coupon,4,0,6,UPI,5,9,8.35,2432.46731,3,0
10066,Female,55,USA,Dhaka,28-08-2023,21-05-2023,Facebook Ads,Tablet,Monthly,1,16,4.909919777,5.172534033,0.07,0.44,234.2855715,84.69962764,0,No Coupon,2,0,2,SEPA,2,9,16.8,751.0397886,13,1
10067,Male,26,UK,Dhaka,19-07-2022,27-03-2023,Google Ads,Mobile,Monthly,0,17,5.427326426,2.655488396,0.55,0.37,462.7214014,35.52220608,1,No Coupon,1,0,2,BKash,3,3,21.15,1804.567655,4,0
10068,Female,32,USA,Hamburg,28-12-2022,02-05-2024,Organic,Tablet,Monthly,1,14,7.904289142,4.289989374,0.69,0.32,81.17673526,73.63976448,1,No Coupon,1,0,3,Card,3,9,17.41,1013.802962,13,1
10069,Male,31,Germany,Dhaka,02-05-2023,26-09-2024,Google Ads,Mobile,Annual,1,16,11.39331382,4.105840418,0.06,0.48,159.6110567,12.34643089,1,REF10,1,0,3,UPI,5,8,28.61,1231.384197,0,0
10070,Unknown,33,Germany,Dhaka,17-06-2024,30-01-2024,Facebook Ads,Tablet,Monthly,0,9,5.260353794,4.382727659,0.7,0.41,461.8200896,73.80524076,1,No Coupon,2,0,2,SEPA,3,7,6.09,193.5282799,5,0
10071,Female,32,UK,Mumbai,18-12-2023,19-12-2023,Organic,Mobile,Annual,0,17,9.096251574,5.084564892,0.49,0.15,224.69529,57.79676008,0,No Coupon,2,0,3,UPI,2,4,17.45,754.2149733,8,0
10072,Male,38,USA,Mumbai,25-03-2022,28-12-2024,Google Ads,Tablet,Annual,1,15,12.16997134,3.027882976,0.6,0.39,72.49225491,69.39902878,0,REF10,2,0,4,UPI,5,5,23.26,1944.132569,4,0
10073,Male,18,UK,London,11-09-2023,28-02-2024,Google Ads,Desktop,Monthly,1,16,5.772148962,5.484924007,0.94,0.27,99.02847558,57.27098588,0,REF10,3,0,1,BKash,4,0,27.6,2097.147012,13,1
10074,Female,45,USA,Berlin,04-09-2022,18-04-2023,Facebook Ads,Desktop,Monthly,0,12,6.975963679,3.284652662,0.19,0.18,439.5139328,71.8343911,1,No Coupon,4,1,2,SEPA,2,9,14.15,1676.714137,7,0
10075,Female,41,India,Hamburg,02-06-2024,28-06-2023,Email,Desktop,Annual,0,11,15.34410802,4.353027954,0.12,0.3,678.2228235,58.03692023,0,No Coupon,1,0,2,Card,2,4,23.76,1454.046789,11,0
10076,Female,23,UK,New York,01-06-2023,04-08-2024,Email,Desktop,Monthly,1,19,7.671979125,3.702031128,0.88,0.36,455.2968899,63.18938595,1,NEW20,1,0,2,BKash,4,6,7.26,1021.824089,9,0
10077,Female,35,Germany,Berlin,29-07-2024,30-09-2024,Referral,Tablet,Monthly,0,21,7.681607859,6.060921158,0.73,0.4,119.1930954,62.01566806,0,NEW20,3,0,3,UPI,1,6,20.98,342.0962805,2,1
10078,Male,25,USA,Berlin,25-09-2022,18-02-2024,Facebook Ads,Desktop,Annual,1,19,8.263459027,4.188634441,0.28,0.45,681.0806657,65.1957473,0,No Coupon,1,1,3,UPI,4,7,11.7,1570.155096,6,0
10079,Male,33,India,London,26-03-2024,25-07-2023,Email,Tablet,Annual,0,21,7.664113539,5.081995942,0.16,0.06,498.8438591,42.47490124,1,SALE15,3,0,0,UPI,2,1,7.66,967.4695309,14,0
10080,Male,61,Germany,Dhaka,10-04-2023,13-02-2025,Google Ads,Mobile,Monthly,0,11,10.35122739,2.792400052,0.73,0.32,97.48308599,57.56132432,0,SALE15,1,0,3,PayPal,4,3,9.7,890.6190177,5,1
10081,Female,40,USA,Dhaka,14-01-2022,08-03-2023,Facebook Ads,Desktop,Annual,1,20,8.739947935,3.784137875,0.07,0.43,112.428006,7.42722118,1,SALE15,1,0,4,PayPal,4,9,13.22,1061.8526,4,1
10082,Female,35,India,London,31-03-2024,23-04-2024,Google Ads,Desktop,Annual,1,19,6.469074512,4.799951281,0.15,0.37,531.8181937,41.0446856,1,NEW20,2,0,5,BKash,4,7,6.1,640.0227821,5,0
10083,Male,28,Germany,London,06-08-2022,18-05-2023,Google Ads,Desktop,Annual,0,17,6.293309841,1.612723379,0.93,0.19,1208.723351,65.71146597,0,REF10,4,0,2,PayPal,3,3,10.61,1801.618669,7,0
10084,Male,34,Germany,Mumbai,16-09-2024,13-08-2023,Referral,Desktop,Monthly,0,16,8.935391924,3.411782815,0.61,0,445.3827473,53.73941851,0,NEW20,3,0,1,PayPal,3,10,23.02,1447.902159,12,0
10085,Male,38,India,Delhi,22-08-2022,02-03-2023,Referral,Tablet,Monthly,0,13,4.42281069,2.947345532,0.05,0.45,725.0046806,81.21576828,1,REF10,1,0,5,Card,3,8,12.27,409.3803855,1,0
10086,Male,22,Germany,Dhaka,14-02-2022,05-09-2024,Organic,Desktop,Monthly,1,12,10.55021001,1.921952456,0.94,0.27,103.6831621,87.77304164,0,NEW20,1,0,1,SEPA,1,9,17.15,481.8319167,2,0
10087,Female,34,USA,New York,09-06-2022,20-10-2023,Facebook Ads,Desktop,Annual,0,21,14.65971323,1.057387145,0.4,0.18,777.4038713,87.09491355,1,No Coupon,2,0,6,UPI,3,2,29.12,1091.659052,1,0
10088,Female,28,USA,Delhi,07-06-2022,15-01-2023,Email,Tablet,Annual,0,17,8.633320108,4.466229764,0.91,0.41,848.2643232,24.64281373,1,NEW20,2,0,5,PayPal,4,2,22.88,775.7117543,12,0
10089,Female,24,Germany,Berlin,19-02-2024,19-02-2023,Referral,Mobile,Monthly,0,17,3.637854051,2.848784265,0.7,0.16,295.1083301,62.60890931,0,No Coupon,2,0,2,UPI,4,7,6.81,2215.156538,11,0
10090,Female,38,Bangladesh,Hamburg,10-04-2022,10-02-2025,Facebook Ads,Tablet,Monthly,0,11,7.625547338,0.894168198,0.57,0.03,20.54452591,57.30451875,0,No Coupon,2,1,3,UPI,3,4,14.84,1647.969762,3,0
10091,Male,43,India,Mumbai,24-03-2022,11-04-2023,Referral,Mobile,Monthly,0,12,6.616281733,5.068198173,0.87,0.31,1019.732809,55.09296144,0,SALE15,1,0,2,UPI,4,3,20.62,1267.480096,9,0
10092,Female,43,Bangladesh,Mumbai,10-07-2023,01-03-2024,Email,Mobile,Annual,1,14,8.316620193,3.080955626,0.65,0.31,345.1170119,27.81779339,0,REF10,0,0,4,Card,3,2,6.39,1324.03904,1,0
10093,Female,41,USA,Dhaka,02-06-2022,10-01-2023,Referral,Tablet,Annual,0,13,7.920121225,3.079508676,0.09,0.22,491.0916469,71.62251868,0,REF10,5,0,2,BKash,5,3,19.39,1017.311813,5,1
10094,Female,30,Germany,London,19-09-2024,25-01-2025,Organic,Desktop,Monthly,0,12,11.77514508,5.806480478,0.26,0.44,450.4214592,49.97733312,0,SALE15,1,0,5,BKash,4,9,14.13,1635.74616,6,0
10095,Female,42,UK,London,13-11-2023,03-05-2023,Facebook Ads,Tablet,Monthly,1,13,6.535039983,2.408306075,0.14,0.09,470.2035183,85.74100349,0,No Coupon,0,0,4,UPI,4,8,9.02,342.9664393,0,0
10096,Female,38,UK,Hamburg,21-01-2022,23-10-2024,Facebook Ads,Desktop,Monthly,0,10,7.839947335,4.345233155,0.4,0.4,498.8438591,63.93055377,1,NEW20,1,0,6,BKash,5,0,19.32,2215.06061,12,0
10097,Female,36,Bangladesh,London,07-09-2022,01-11-2024,Google Ads,Tablet,Monthly,0,18,5.250207344,4.798044577,0.62,0.22,515.2114006,54.50393791,0,REF10,1,0,2,Card,4,2,6.65,1025.325626,9,0
10098,Male,29,Bangladesh,Dhaka,08-07-2022,10-09-2023,Organic,Mobile,Annual,0,11,9.023070594,5.011436881,0.29,0.09,289.9048345,48.76237733,1,No Coupon,0,0,1,Card,3,6,5.68,2319.089627,2,0
10099,Male,30,Bangladesh,Mumbai,18-11-2022,28-11-2023,Referral,Tablet,Annual,1,16,10.61169691,0.867600894,0.7,0.3,412.1723337,62.28561117,1,No Coupon,1,1,3,BKash,2,10,13.37,962.125953,5,0
10100,Male,36,USA,New York,18-05-2024,20-07-2023,Google Ads,Mobile,Annual,1,23,12.15164505,5.342497532,0.89,0.44,664.1485523,92.26339072,0,REF10,3,0,2,BKash,1,9,28.43,1822.427339,2,0
10101,Male,59,USA,London,17-06-2023,06-03-2025,Referral,Tablet,Monthly,1,17,9.161644849,3.343169217,0.59,0.05,481.9177058,43.64115922,0,NEW20,0,0,4,PayPal,4,8,5.55,2087.471296,1,0
10102,Female,38,Germany,Mumbai,04-03-2024,08-04-2023,Organic,Tablet,Monthly,0,14,8.779261273,3.771759685,0.45,0.38,642.8457172,41.63272798,1,REF10,4,0,2,SEPA,3,5,5.77,1662.761089,10,0
10103,Male,35,USA,Dhaka,03-11-2023,10-08-2023,Google Ads,Desktop,Annual,0,21,5.694420499,5.297443274,0.36,0.36,623.6574217,70.57149976,0,SALE15,2,0,1,Card,2,6,22.4,2371.292234,0,0
10104,Female,35,Germany,Berlin,07-08-2022,20-12-2024,Email,Tablet,Monthly,0,18,1.633167694,4.510082296,0.22,0.31,780.562657,111.2692037,0,NEW20,2,0,6,Card,4,10,8.63,32.53784428,4,0
10105,Other,30,Germany,Delhi,17-01-2022,02-10-2023,Facebook Ads,Desktop,Annual,0,10,6.329213099,2.234045399,0.2,0.33,498.8438591,85.96700758,1,SALE15,5,0,3,UPI,4,4,10.84,1214.373127,13,0
10106,Male,57,Bangladesh,Dhaka,31-05-2023,18-05-2024,Organic,Tablet,Monthly,1,18,7.281593758,6.125684527,0.16,0.37,92.00990318,25.83478112,1,NEW20,2,0,3,PayPal,5,1,9.28,2229.600878,8,0
10107,Male,31,UK,Dhaka,08-02-2022,12-07-2024,Organic,Mobile,Monthly,0,17,7.647929812,4.083585676,0.46,0.22,312.2774569,39.97267214,0,NEW20,1,0,4,BKash,5,7,29.79,1027.000411,8,0
10108,Female,44,Bangladesh,Mumbai,22-02-2024,18-09-2024,Referral,Tablet,Annual,0,18,3.197957334,4.877684416,0.9,0.23,708.3900077,37.31860958,0,NEW20,3,0,9,PayPal,3,0,6.4,1676.447243,14,0
10109,Male,31,USA,London,11-03-2024,26-11-2024,Email,Desktop,Monthly,0,16,7.166119124,2.290752696,0.68,0.48,1008.022282,149.1114712,1,No Coupon,4,0,0,SEPA,3,5,24.18,749.3472124,14,0
10110,Male,38,India,Hamburg,02-12-2023,05-01-2024,Email,Desktop,Annual,1,11,1.574706466,3.927865596,0.21,0.02,498.8438591,69.45221749,0,SALE15,3,0,1,PayPal,5,2,22.23,775.5293472,4,0
10111,Male,43,USA,Delhi,22-05-2022,06-06-2024,Organic,Tablet,Annual,1,8,4.133535932,3.490820323,0.25,0.47,587.224076,90.94273841,0,No Coupon,1,0,2,PayPal,2,4,5.43,947.1677626,9,0
10112,Male,35,UK,Delhi,12-12-2022,11-08-2024,Organic,Mobile,Annual,1,16,11.2720603,2.494744198,0.17,0.36,157.2166992,34.44145459,1,No Coupon,2,0,2,Card,4,0,20.81,1758.874379,14,0
10113,Other,29,USA,London,30-10-2022,26-11-2023,Facebook Ads,Tablet,Monthly,0,14,11.94552872,2.18077269,0.13,0.22,222.2247272,48.83290875,0,No Coupon,2,1,2,Card,3,0,11.02,1848.88068,9,0
10114,Female,52,UK,New York,10-05-2022,09-08-2023,Email,Desktop,Annual,0,18,7.549051122,4.62201704,0.89,0.19,594.8037708,53.74366062,0,REF10,1,0,3,PayPal,3,2,21.11,2081.016201,1,0
10115,Female,45,India,Dhaka,13-04-2023,13-12-2023,Organic,Tablet,Annual,0,21,8.719328348,3.836352219,0.63,0.28,62.63024268,69.63789124,1,No Coupon,3,1,3,UPI,4,2,22.2,215.3604617,1,0
10116,Female,35,India,London,12-12-2022,19-07-2024,Facebook Ads,Desktop,Monthly,1,14,9.176856544,4.738044937,0.26,0.36,1160.798906,82.22981236,0,No Coupon,3,0,2,UPI,3,1,27.29,473.9430901,14,0
10117,Female,43,Germany,Hamburg,13-04-2024,28-02-2023,Referral,Tablet,Monthly,0,19,9.172538524,2.921943448,0.31,0.15,1024.837307,97.74092019,1,REF10,2,0,4,UPI,4,2,27.45,814.9825474,6,0
